eaf_filename,participant,transcription,transcription_id,xds,sampling_type,is_silent,VIHI_ID,group,utterance_clean,utt_num
TD_477_217.eaf,MA1,<I do it high or low> [=! sings].,a1670,C,random,N,TD_477_217,TD,<I do it high or low> = sings,8717
TD_477_217.eaf,UC1,&=laughs.,a1693,C,random,N,TD_477_217,TD,,8718
TD_477_217.eaf,FA1,<if I do it fast or slow> [=! sings].,a1615,C,random,N,TD_477_217,TD,<if I do it fast or slow> = sings,8719
TD_477_217.eaf,MA1,<fast or slow> [=! sings].,a1671,C,random,N,TD_477_217,TD,<fast or slow> = sings,8720
TD_477_217.eaf,UC1,<fast slow> [=! sings].,a1694,B,random,N,TD_477_217,TD,<fast slow> = sings,8721
TD_477_217.eaf,UC1,<do xxx> [=! sings].,a1695,B,random,N,TD_477_217,TD,<do > = sings,8722
TD_477_217.eaf,FA1,<do as I'm doing> [=! sings].,a1616,C,random,N,TD_477_217,TD,<do as I'm doing> = sings,8723
TD_477_217.eaf,MA1,&=laughs.,a1672,C,random,N,TD_477_217,TD,,8724
TD_477_217.eaf,UC2,<as I'm doing> [=! sings].,a1715,B,random,N,TD_477_217,TD,<as I'm doing> = sings,8725
TD_477_217.eaf,FA1,<follow follow me> [=! sings].,a1617,C,random,N,TD_477_217,TD,<follow follow me> = sings,8726
TD_477_217.eaf,UC2,ah.,a1730,B,random,N,TD_477_217,TD,ah,8727
TD_477_217.eaf,MA1,<follow me> [=! sings].,a1673,C,random,N,TD_477_217,TD,<follow me> = sings,8728
TD_477_217.eaf,FA1,<do as I'm doing> [=! sings].,a1618,C,random,N,TD_477_217,TD,<do as I'm doing> = sings,8729
TD_477_217.eaf,MA1,<as I'm doing> [=! sings].,a1674,C,random,N,TD_477_217,TD,<as I'm doing> = sings,8730
TD_477_217.eaf,FA1,<follow follow me> [=! sings].,a1619,C,random,N,TD_477_217,TD,<follow follow me> = sings,8731
TD_477_217.eaf,MA1,<follow follow me> [=! sings].,a1675,C,random,N,TD_477_217,TD,<follow follow me> = sings,8732
TD_477_217.eaf,FA1,okay.,a1652,C,random,N,TD_477_217,TD,okay,8733
TD_477_217.eaf,FA1,high five.,a1653,C,random,N,TD_477_217,TD,high five,8734
TD_477_217.eaf,UC2,ha.,a1731,A,random,N,TD_477_217,TD,ha,8735
TD_477_217.eaf,FA1,so let's all try to follow Jesus Christ.,a1654,C,random,N,TD_477_217,TD,so let's all try to follow Jesus Christ,8736
TD_477_217.eaf,UC2,that was a good one.,a1732,A,random,N,TD_477_217,TD,that was a good one,8737
TD_477_217.eaf,UC1,mm ma.,a1721,A,random,N,TD_477_217,TD,mm ma,8738
TD_477_217.eaf,FA1,and become more like him.,a1655,C,random,N,TD_477_217,TD,and become more like him,8739
TD_477_217.eaf,UC1,<mwah> [=! giveskiss].,a1722,A,random,N,TD_477_217,TD, = giveskiss,8740
TD_477_217.eaf,FA1,in the name of Jesus Christ amen.,a1656,C,random,N,TD_477_217,TD,in the name of Jesus Christ amen,8741
TD_477_217.eaf,MA1,amen.,a1676,B,random,N,TD_477_217,TD,amen,8742
TD_477_217.eaf,UC2,oh this is a very short one.,a1733,A,random,N,TD_477_217,TD,oh this is a very short one,8743
TD_477_217.eaf,MA1,thank you xxx.,a1677,A,random,N,TD_477_217,TD,thank you ,8744
TD_477_217.eaf,UC1,that was very short.,a1723,A,random,N,TD_477_217,TD,that was very short,8745
TD_477_217.eaf,FA1,don't ever say that.,a1657,A,random,N,TD_477_217,TD,don't ever say that,8746
TD_477_217.eaf,UC1,we just had to sing one song and then we go.,a1724,B,random,N,TD_477_217,TD,we just had to sing one song and then we go,8747
TD_477_217.eaf,MA1,alright girls.,a1678,C,random,N,TD_477_217,TD,alright girls,8748
TD_477_217.eaf,MA1,you were able to pay attention that's good.,a1679,C,random,N,TD_477_217,TD,you were able to pay attention that's good,8749
TD_477_217.eaf,MA1,keep xxx.,a1680,C,random,N,TD_477_217,TD,keep ,8750
TD_477_217.eaf,UC2,well I like-.,a1734,A,random,N,TD_477_217,TD,well I like,8751
TD_477_217.eaf,MA1,xxx come pray first.,a1681,C,random,N,TD_477_217,TD, come pray first,8752
TD_477_217.eaf,UC1,blah.,a1726,A,random,N,TD_477_217,TD,blah,8753
TD_477_217.eaf,MA1,come put your lunch box away.,a1682,C,random,N,TD_477_217,TD,come put your lunch box away,8754
TD_477_217.eaf,UC1,<ah> [=! yells].,a1728,A,random,N,TD_477_217,TD, = yells,8755
TD_477_217.eaf,FA1,<do as I'm doing> [=! sings].,a1658,C,random,N,TD_477_217,TD,<do as I'm doing> = sings,8756
TD_477_217.eaf,FA1,<follow follow me> [=! sings].,a1659,C,random,N,TD_477_217,TD,<follow follow me> = sings,8757
TD_477_217.eaf,UC1,<ah> [=! yells].,a1729,A,random,N,TD_477_217,TD, = yells,8758
TD_477_217.eaf,FA1,<do as I'm doing> [=! sings].,a1660,C,random,N,TD_477_217,TD,<do as I'm doing> = sings,8759
TD_477_217.eaf,FA1,yes.,a1661,C,random,N,TD_477_217,TD,yes,8760
TD_477_217.eaf,FA1,yes.,a1662,C,random,N,TD_477_217,TD,yes,8761
TD_477_217.eaf,FA1,it's time.,a1663,C,random,N,TD_477_217,TD,it's time,8762
TD_477_217.eaf,FA1,it is time for beddy_bye.,a1664,C,random,N,TD_477_217,TD,it is time for beddybye,8763
TD_477_217.eaf,FA1,yes.,a1665,C,random,N,TD_477_217,TD,yes,8764
VI_001_676.eaf,UC1,aw.,a103,A,random,N,VI_001_676,VI,aw,8765
VI_001_676.eaf,UC1,miss xxx.,a171,A,random,N,VI_001_676,VI,miss ,8766
VI_001_676.eaf,UC1,buys her a lot of stuff.,a172,A,random,N,VI_001_676,VI,buys her a lot of stuff,8767
VI_001_676.eaf,FA1,I know.,a146,C,random,N,VI_001_676,VI,I know,8768
VI_001_676.eaf,FA1,she's got a dress and everything.,a1709,C,random,N,VI_001_676,VI,she's got a dress and everything,8769
VI_001_676.eaf,FA1,here.,a147,C,random,N,VI_001_676,VI,here,8770
VI_001_676.eaf,FA1,your duck.,a1710,C,random,N,VI_001_676,VI,your duck,8771
VI_001_676.eaf,FA1,you got your duckie@c?,a148,C,random,N,VI_001_676,VI,you got your duckiec,8772
VI_001_676.eaf,FA1,your hat?,a150,C,random,N,VI_001_676,VI,your hat,8773
VI_001_676.eaf,UC1,mm-mm.,a173,A,random,N,VI_001_676,VI,mmmm,8774
VI_001_676.eaf,UC1,they're leaving xxx?,a174,A,random,N,VI_001_676,VI,they're leaving ,8775
VI_001_676.eaf,UC1,that's a five dollar bill.,a175,A,random,N,VI_001_676,VI,that's a five dollar bill,8776
VI_001_676.eaf,FA1,huh?,a151,C,random,N,VI_001_676,VI,huh,8777
VI_001_676.eaf,FA1,you leave it in there?,a152,C,random,N,VI_001_676,VI,you leave it in there,8778
VI_001_676.eaf,UC1,yeah.,a176,A,random,N,VI_001_676,VI,yeah,8779
VI_001_676.eaf,FA1,go get it.,a153,C,random,N,VI_001_676,VI,go get it,8780
VI_001_676.eaf,FA1,gotta pick up this mess.,a154,C,random,N,VI_001_676,VI,gotta pick up this mess,8781
VI_001_676.eaf,FA1,did you get the stroller?,a2079,A,random,N,VI_001_676,VI,did you get the stroller,8782
VI_001_676.eaf,FA1,no I <gotta> [: got to] get back out and put the-.,a155,C,random,N,VI_001_676,VI,no I   got to get back out and put the,8783
VI_001_676.eaf,FA1,I <gotta> [: got to] get back out and close the garage.,a156,C,random,N,VI_001_676,VI,I   got to get back out and close the garage,8784
VI_001_676.eaf,UC1,oh so you never shut the door.,a178,A,random,N,VI_001_676,VI,oh so you never shut the door,8785
VI_001_676.eaf,FA1,I can't close that right now.,a157,C,random,N,VI_001_676,VI,I can't close that right now,8786
VI_001_676.eaf,FA1,xxx I'm coming back.,a158,C,random,N,VI_001_676,VI, I'm coming back,8787
VI_001_676.eaf,FA1,a doggy?,a159,C,random,N,VI_001_676,VI,a doggy,8788
VI_001_676.eaf,FA1,yeah?,a161,C,random,N,VI_001_676,VI,yeah,8789
VI_001_676.eaf,FA1,where?,a162,C,random,N,VI_001_676,VI,where,8790
VI_001_676.eaf,UC1,wanna see Coco?,a179,C,random,N,VI_001_676,VI,wanna see Coco,8791
VI_001_676.eaf,FA1,"where's Cory, in the house?",a163,C,random,N,VI_001_676,VI,where's Cory in the house,8792
VI_001_676.eaf,UC1,mm-hm.,a180,A,random,N,VI_001_676,VI,mmhm,8793
VI_001_676.eaf,UC1,she's tied up for now.,a181,A,random,N,VI_001_676,VI,she's tied up for now,8794
VI_001_676.eaf,UC1,he said don't close that whatever.,a1713,A,random,N,VI_001_676,VI,he said don't close that whatever,8795
VI_001_676.eaf,UC1,Roxy?,a224,A,random,N,VI_001_676,VI,Roxy,8796
VI_001_676.eaf,FA1,huh?,a270,C,random,N,VI_001_676,VI,huh,8797
VI_001_676.eaf,UC1,we are a whole flock except Natalie.,a225,A,random,N,VI_001_676,VI,we are a whole flock except Natalie,8798
VI_001_676.eaf,UC1,you know why?,a1714,A,random,N,VI_001_676,VI,you know why,8799
VI_001_676.eaf,FA1,uh-uh.,a271,C,random,N,VI_001_676,VI,uhuh,8800
VI_001_676.eaf,UC1,you know why?,a226,A,random,N,VI_001_676,VI,you know why,8801
VI_001_676.eaf,UC1,everybody has glasses except Natalie.,a227,A,random,N,VI_001_676,VI,everybody has glasses except Natalie,8802
VI_001_676.eaf,FA1,huh?,a272,C,random,N,VI_001_676,VI,huh,8803
VI_001_676.eaf,FA1,yeah.,a274,C,random,N,VI_001_676,VI,yeah,8804
VI_001_676.eaf,UC1,like my mom said first-.,a228,A,random,N,VI_001_676,VI,like my mom said first,8805
VI_001_676.eaf,UC1,um-.,a229,A,random,N,VI_001_676,VI,um,8806
VI_001_676.eaf,UC1,my mom.,a1719,A,random,N,VI_001_676,VI,my mom,8807
VI_001_676.eaf,UC1,it was either Krisha you or Mario.,a230,A,random,N,VI_001_676,VI,it was either Krisha you or Mario,8808
VI_001_676.eaf,UC1,you started it.,a231,A,random,N,VI_001_676,VI,you started it,8809
VI_001_676.eaf,UC1,because all of <y'all> [: you all] need glasses.,a232,A,random,N,VI_001_676,VI,because all of   you all need glasses,8810
VI_001_676.eaf,UC1,including my mom so that would become four.,a233,A,random,N,VI_001_676,VI,including my mom so that would become four,8811
VI_001_676.eaf,UC1,including me-.,a234,A,random,N,VI_001_676,VI,including me,8812
VI_001_676.eaf,UC1,you-.,a235,A,random,N,VI_001_676,VI,you,8813
VI_001_676.eaf,UC1,Bella-.,a236,A,random,N,VI_001_676,VI,Bella,8814
VI_001_676.eaf,UC1,so seven people.,a237,A,random,N,VI_001_676,VI,so seven people,8815
VI_001_676.eaf,UC1,need glasses.,a238,A,random,N,VI_001_676,VI,need glasses,8816
VI_001_676.eaf,UC1,no I'm not gonna sh.,a239,A,random,N,VI_001_676,VI,no I'm not gonna sh,8817
VI_001_676.eaf,UC1,duckie@c.,a240,C,random,N,VI_001_676,VI,duckiec,8818
VI_001_676.eaf,UC1,play with duckie@c.,a241,C,random,N,VI_001_676,VI,play with duckiec,8819
VI_001_676.eaf,UC1,I just touched it Bella!,a242,C,random,N,VI_001_676,VI,I just touched it Bella,8820
VI_001_676.eaf,UC1,calm down.,a243,C,random,N,VI_001_676,VI,calm down,8821
VI_001_676.eaf,UC1,touched it.,a244,C,random,N,VI_001_676,VI,touched it,8822
VI_001_676.eaf,UC1,it's just a duckie@c.,a245,C,random,N,VI_001_676,VI,it's just a duckiec,8823
VI_001_676.eaf,UC1,duckie@c.,a246,C,random,N,VI_001_676,VI,duckiec,8824
VI_001_676.eaf,UC1,duckie@c.,a247,C,random,N,VI_001_676,VI,duckiec,8825
VI_001_676.eaf,UC1,duckie@c.,a248,C,random,N,VI_001_676,VI,duckiec,8826
VI_001_676.eaf,UC1,duckie@c.,a1721,C,random,N,VI_001_676,VI,duckiec,8827
VI_001_676.eaf,UC1,duckie@c.,a1722,C,random,N,VI_001_676,VI,duckiec,8828
VI_001_676.eaf,UC1,duckie@c.,a1723,C,random,N,VI_001_676,VI,duckiec,8829
VI_001_676.eaf,UC1,duckie@c.,a1724,C,random,N,VI_001_676,VI,duckiec,8830
VI_001_676.eaf,UC1,duckie@c.,a1725,C,random,N,VI_001_676,VI,duckiec,8831
VI_001_676.eaf,UC1,duckie@c &=laughs.,a1726,C,random,N,VI_001_676,VI,duckiec ,8832
VI_001_676.eaf,UC1,duckie@c.,a1733,C,random,N,VI_001_676,VI,duckiec,8833
VI_001_676.eaf,UC1,duckie@c.,a1734,C,random,N,VI_001_676,VI,duckiec,8834
VI_001_676.eaf,UC1,duckie@c.,a1735,C,random,N,VI_001_676,VI,duckiec,8835
VI_001_676.eaf,UC1,duckie@c.,a1736,C,random,N,VI_001_676,VI,duckiec,8836
VI_001_676.eaf,UC1,duckie@c.,a1737,C,random,N,VI_001_676,VI,duckiec,8837
VI_001_676.eaf,UC1,no.,a315,C,random,N,VI_001_676,VI,no,8838
VI_001_676.eaf,UC1,no.,a316,C,random,N,VI_001_676,VI,no,8839
VI_001_676.eaf,UC1,no.,a317,C,random,N,VI_001_676,VI,no,8840
VI_001_676.eaf,UC1,no.,a320,C,random,N,VI_001_676,VI,no,8841
VI_001_676.eaf,UC1,no.,a321,C,random,N,VI_001_676,VI,no,8842
VI_001_676.eaf,UC1,no.,a322,C,random,N,VI_001_676,VI,no,8843
VI_001_676.eaf,UC1,no.,a323,C,random,N,VI_001_676,VI,no,8844
VI_001_676.eaf,UC1,no.,a325,C,random,N,VI_001_676,VI,no,8845
VI_001_676.eaf,UC1,no.,a326,C,random,N,VI_001_676,VI,no,8846
VI_001_676.eaf,UC1,no.,a327,C,random,N,VI_001_676,VI,no,8847
VI_001_676.eaf,FA1,no.,a307,A,random,N,VI_001_676,VI,no,8848
VI_001_676.eaf,UC1,no.,a328,C,random,N,VI_001_676,VI,no,8849
VI_001_676.eaf,UC1,no.,a329,C,random,N,VI_001_676,VI,no,8850
VI_001_676.eaf,UC1,no.,a330,C,random,N,VI_001_676,VI,no,8851
VI_001_676.eaf,UC1,no.,a331,C,random,N,VI_001_676,VI,no,8852
VI_001_676.eaf,UC1,no.,a332,C,random,N,VI_001_676,VI,no,8853
VI_001_676.eaf,FA1,for real?,a308,A,random,N,VI_001_676,VI,for real,8854
VI_001_676.eaf,FA1,I assumed that he was supposed to be xxx I guess they're gonna start doing it now because close to the xxx.,a309,A,random,N,VI_001_676,VI,I assumed that he was supposed to be  I guess they're gonna start doing it now because close to the ,8855
VI_001_676.eaf,FA1,so it's like.,a310,A,random,N,VI_001_676,VI,so it's like,8856
VI_001_676.eaf,FA1,you know now he always xxx now we don't have xxx.,a311,A,random,N,VI_001_676,VI,you know now he always  now we don't have ,8857
VI_001_676.eaf,FA1,and he was xxx.,a312,A,random,N,VI_001_676,VI,and he was ,8858
VI_001_676.eaf,FA1,that's all I xxx.,a333,A,random,N,VI_001_676,VI,that's all I ,8859
VI_001_676.eaf,FA1,xxx what they choose xxx.,a2264,A,high-volubility,N,VI_001_676,VI, what they choose ,8860
VI_001_676.eaf,FA1,no that's fine.,a2265,A,high-volubility,N,VI_001_676,VI,no that's fine,8861
VI_001_676.eaf,UC1,McDonald's?,a2268,C,high-volubility,N,VI_001_676,VI,McDonald's,8862
VI_001_676.eaf,UC1,you want McDonald's?,a2269,C,high-volubility,N,VI_001_676,VI,you want McDonald's,8863
VI_001_676.eaf,FA1,what?,a2292,C,high-volubility,N,VI_001_676,VI,what,8864
VI_001_676.eaf,UC1,Bella said she want McDonald's.,a2352,A,high-volubility,N,VI_001_676,VI,Bella said she want McDonald's,8865
VI_001_676.eaf,FA1,yeah I'm trying xxx.,a2293,A,high-volubility,N,VI_001_676,VI,yeah I'm trying ,8866
VI_001_676.eaf,FA1,she's not gonna eat yet.,a2294,C,high-volubility,N,VI_001_676,VI,she's not gonna eat yet,8867
VI_001_676.eaf,FA1,"I know her, Sean.",a2295,C,high-volubility,N,VI_001_676,VI,I know her Sean,8868
VI_001_676.eaf,FA1,she ain't going in there.,a2296,C,high-volubility,N,VI_001_676,VI,she ain't going in there,8869
VI_001_676.eaf,FA1,she never come out of there.,a2297,C,high-volubility,N,VI_001_676,VI,she never come out of there,8870
VI_001_676.eaf,FA1,she won't never come out.,a2298,C,high-volubility,N,VI_001_676,VI,she won't never come out,8871
VI_001_676.eaf,FA1,xxx getting xxx &=laughs.,a3599,A,high-volubility,N,VI_001_676,VI, getting  ,8872
VI_001_676.eaf,UC1,"girl, can I borrow that?",a2354,C,high-volubility,N,VI_001_676,VI,girl can I borrow that,8873
VI_001_676.eaf,UC1,<awa> [=! imitates].,a2355,C,high-volubility,N,VI_001_676,VI, = imitates,8874
VI_001_676.eaf,FA1,let her xxx.,a2300,A,high-volubility,N,VI_001_676,VI,let her ,8875
VI_001_676.eaf,FA1,xxx try the road like-.,a2301,A,high-volubility,N,VI_001_676,VI, try the road like,8876
VI_001_676.eaf,UC1,sh!,a2356,C,high-volubility,N,VI_001_676,VI,sh,8877
VI_001_676.eaf,FA1,I know that's not-.,a3600,A,high-volubility,N,VI_001_676,VI,I know that's not,8878
VI_001_676.eaf,FA1,I don't know how it might resolve xxx.,a2302,A,high-volubility,N,VI_001_676,VI,I don't know how it might resolve ,8879
VI_001_676.eaf,UC1,sh!,a2357,C,high-volubility,N,VI_001_676,VI,sh,8880
VI_001_676.eaf,FA1,"and I know it's steel, it's steel, but.",a2303,A,high-volubility,N,VI_001_676,VI,and I know it's steel it's steel but,8881
VI_001_676.eaf,UC1,you want a xxx?,a3605,C,high-volubility,N,VI_001_676,VI,you want a ,8882
VI_001_676.eaf,FA1,so many xxx.,a2304,A,high-volubility,N,VI_001_676,VI,so many ,8883
VI_001_676.eaf,UC1,<mwah> [=! kisses]!,a2358,C,high-volubility,N,VI_001_676,VI, = kisses,8884
VI_001_676.eaf,FA1,it's um.,a3601,A,high-volubility,N,VI_001_676,VI,it's um,8885
VI_001_676.eaf,FA1,xxx the whole xxx.,a2306,A,high-volubility,N,VI_001_676,VI, the whole ,8886
VI_001_676.eaf,UC1,Bella!,a2359,C,high-volubility,N,VI_001_676,VI,Bella,8887
VI_001_676.eaf,FA1,xxx?,a3602,C,high-volubility,N,VI_001_676,VI,,8888
VI_001_676.eaf,UC1,but what?,a2360,C,high-volubility,N,VI_001_676,VI,but what,8889
VI_001_676.eaf,UC1,this?,a2361,C,high-volubility,N,VI_001_676,VI,this,8890
VI_001_676.eaf,UC1,this?,a2362,C,high-volubility,N,VI_001_676,VI,this,8891
VI_001_676.eaf,UC1,then this?,a3606,C,high-volubility,N,VI_001_676,VI,then this,8892
VI_001_676.eaf,UC1,what this?,a2363,C,high-volubility,N,VI_001_676,VI,what this,8893
VI_001_676.eaf,FA1,want your little honda?,a2442,C,high-volubility,N,VI_001_676,VI,want your little honda,8894
VI_001_676.eaf,UC1,you want this!,a2460,C,high-volubility,N,VI_001_676,VI,you want this,8895
VI_001_676.eaf,FA1,mm.,a3603,C,high-volubility,N,VI_001_676,VI,mm,8896
VI_001_676.eaf,UC1,you want this?,a2461,C,high-volubility,N,VI_001_676,VI,you want this,8897
VI_001_676.eaf,FA1,Sean what do you want?,a2443,C,high-volubility,N,VI_001_676,VI,Sean what do you want,8898
VI_001_676.eaf,UC1,um chicken nuggets.,a2462,A,high-volubility,N,VI_001_676,VI,um chicken nuggets,8899
VI_001_676.eaf,UC1,uh extra fries.,a2463,A,high-volubility,N,VI_001_676,VI,uh extra fries,8900
VI_001_676.eaf,UC1,and.,a2464,A,high-volubility,N,VI_001_676,VI,and,8901
VI_001_676.eaf,FA1,you want the happy you want the six piece meal?,a2444,C,high-volubility,N,VI_001_676,VI,you want the happy you want the six piece meal,8902
VI_001_676.eaf,UC1,yeah.,a2465,A,high-volubility,N,VI_001_676,VI,yeah,8903
VI_001_676.eaf,FA1,okay.,a3604,C,high-volubility,N,VI_001_676,VI,okay,8904
VI_001_676.eaf,UC1,I'll take it if she didn't eat all of it.,a419,A,random,N,VI_001_676,VI,I'll take it if she didn't eat all of it,8905
VI_001_676.eaf,FA1,you want this one?,a398,C,random,N,VI_001_676,VI,you want this one,8906
VI_001_676.eaf,FA1,Cameron_Hameron@c?,a399,C,random,N,VI_001_676,VI,CameronHameronc,8907
VI_001_676.eaf,FA1,I think I've seen him before he's always like this.,a400,C,random,N,VI_001_676,VI,I think I've seen him before he's always like this,8908
VI_001_676.eaf,FA1,get the small one.,a401,C,random,N,VI_001_676,VI,get the small one,8909
VI_001_676.eaf,FAE,xxx a lot.,a440,A,random,N,VI_001_676,VI, a lot,8910
VI_001_676.eaf,FA1,yeah.,a402,A,random,N,VI_001_676,VI,yeah,8911
VI_001_676.eaf,FAE,maybe.,a441,A,random,N,VI_001_676,VI,maybe,8912
VI_001_676.eaf,FA1,yeah.,a1757,A,random,N,VI_001_676,VI,yeah,8913
VI_001_676.eaf,FA1,I know who <ya> [: you are] talking about.,a403,A,random,N,VI_001_676,VI,I know who   you are talking about,8914
VI_001_676.eaf,FAE,okay so I asked him xxx.,a442,A,random,N,VI_001_676,VI,okay so I asked him ,8915
VI_001_676.eaf,UC1,Spiderman xxx.,a423,C,random,N,VI_001_676,VI,Spiderman ,8916
VI_001_676.eaf,FA1,uh-huh.,a404,A,random,N,VI_001_676,VI,uhhuh,8917
VI_001_676.eaf,FAE,um I had xxx.,a446,A,random,N,VI_001_676,VI,um I had ,8918
VI_001_676.eaf,FAE,and xxx and so she's like.,a447,A,random,N,VI_001_676,VI,and  and so she's like,8919
VI_001_676.eaf,FAE,I really don't xxx.,a448,A,random,N,VI_001_676,VI,I really don't ,8920
VI_001_676.eaf,UC1,Anakin Luke.,a424,C,random,N,VI_001_676,VI,Anakin Luke,8921
VI_001_676.eaf,FAE,and I was like why?,a449,A,random,N,VI_001_676,VI,and I was like why,8922
VI_001_676.eaf,FAE,xxx is dating.,a451,A,random,N,VI_001_676,VI, is dating,8923
VI_001_676.eaf,FAE,Miranda's-.,a452,A,random,N,VI_001_676,VI,Miranda's,8924
VI_001_676.eaf,FAE,sister and he refused xxx Miranda dating xxx.,a453,A,random,N,VI_001_676,VI,sister and he refused  Miranda dating ,8925
VI_001_676.eaf,UC1,no.,a425,C,random,N,VI_001_676,VI,no,8926
VI_001_676.eaf,FA1,uh-huh.,a405,A,random,N,VI_001_676,VI,uhhuh,8927
VI_001_676.eaf,FA1,just sharpened.,a1759,A,random,N,VI_001_676,VI,just sharpened,8928
VI_001_676.eaf,FA1,uh-huh.,a406,A,random,N,VI_001_676,VI,uhhuh,8929
VI_001_676.eaf,UC1,Bella.,a1761,C,random,N,VI_001_676,VI,Bella,8930
VI_001_676.eaf,UC1,uh &ohm.,a427,C,random,N,VI_001_676,VI,uh ohm,8931
VI_001_676.eaf,FAE,so um and I thought xxx.,a456,A,random,N,VI_001_676,VI,so um and I thought ,8932
VI_001_676.eaf,UC1,Bella.,a428,C,random,N,VI_001_676,VI,Bella,8933
VI_001_676.eaf,UC1,&mm!,a429,C,random,N,VI_001_676,VI,mm,8934
VI_001_676.eaf,FAE,um and she was like yeah xxx she and Dad were saying how well you know xxx.,a458,A,random,N,VI_001_676,VI,um and she was like yeah  she and Dad were saying how well you know ,8935
VI_001_676.eaf,UC1,Bella.,a430,C,random,N,VI_001_676,VI,Bella,8936
VI_001_676.eaf,UC1,&ohm.,a431,C,random,N,VI_001_676,VI,ohm,8937
VI_001_676.eaf,UC1,&ohm.,a432,C,random,N,VI_001_676,VI,ohm,8938
VI_001_676.eaf,FAE,and um.,a464,A,random,N,VI_001_676,VI,and um,8939
VI_001_676.eaf,FAE,xxx a lot of money xxx.,a465,A,random,N,VI_001_676,VI, a lot of money ,8940
VI_001_676.eaf,UC1,duckie@c.,a433,C,random,N,VI_001_676,VI,duckiec,8941
VI_001_676.eaf,UC1,I am Spiderman.,a434,C,random,N,VI_001_676,VI,I am Spiderman,8942
VI_001_676.eaf,UC1,the dark fusion Spiderman.,a435,C,random,N,VI_001_676,VI,the dark fusion Spiderman,8943
VI_001_676.eaf,UC1,&ss.,a437,A,random,N,VI_001_676,VI,ss,8944
VI_001_676.eaf,UC1,don't let them ruin the stock market in this game.,a1769,C,random,N,VI_001_676,VI,don't let them ruin the stock market in this game,8945
VI_001_676.eaf,UC1,buy each xxx.,a515,A,random,N,VI_001_676,VI,buy each ,8946
VI_001_676.eaf,FA2,xxx the keyboard.,a2082,C,random,N,VI_001_676,VI, the keyboard,8947
VI_001_676.eaf,FA2,can you shake it?,a2083,C,random,N,VI_001_676,VI,can you shake it,8948
VI_001_676.eaf,UC1,I drove xxx.,a516,A,random,N,VI_001_676,VI,I drove ,8949
VI_001_676.eaf,FA2,shake it?,a2084,C,random,N,VI_001_676,VI,shake it,8950
VI_001_676.eaf,FA2,you <gon'> [: going to] eat your sopa okay?,a2085,C,random,N,VI_001_676,VI,you <gon'>  going to eat your sopa okay,8951
VI_001_676.eaf,UC1,pop pop.,a595,A,random,N,VI_001_676,VI,pop pop,8952
VI_001_676.eaf,FA1,yeah.,a520,C,random,N,VI_001_676,VI,yeah,8953
VI_001_676.eaf,FA1,okay.,a521,C,random,N,VI_001_676,VI,okay,8954
VI_001_676.eaf,FA1,you put Johnny_Johnny-.,a522,C,random,N,VI_001_676,VI,you put JohnnyJohnny,8955
VI_001_676.eaf,FA1,you don't know how to spell Johnny.,a1775,C,random,N,VI_001_676,VI,you don't know how to spell Johnny,8956
VI_001_676.eaf,FA1,alright I'll make you a be- you you gotta have been breathing the whole time.,a523,C,random,N,VI_001_676,VI,alright I'll make you a be you you gotta have been breathing the whole time,8957
VI_001_676.eaf,FA1,sitting here.,a524,C,random,N,VI_001_676,VI,sitting here,8958
VI_001_676.eaf,FA1,on this <dern> [: darned] phone.,a526,C,random,N,VI_001_676,VI,on this   darned phone,8959
VI_001_676.eaf,FA1,no Papa.,a527,C,random,N,VI_001_676,VI,no Papa,8960
VI_001_676.eaf,FA1,no no.,a528,C,random,N,VI_001_676,VI,no no,8961
VI_001_676.eaf,FA1,be careful.,a529,C,random,N,VI_001_676,VI,be careful,8962
VI_001_676.eaf,FA1,oh.,a530,C,random,N,VI_001_676,VI,oh,8963
VI_001_676.eaf,FA1,mm-kay.,a531,C,random,N,VI_001_676,VI,mmkay,8964
VI_001_676.eaf,FA1,uh-.,a532,C,random,N,VI_001_676,VI,uh,8965
VI_001_676.eaf,FA1,<c'mere> [: come here].,a534,C,random,N,VI_001_676,VI,  come here,8966
VI_001_676.eaf,FA1,come on.,a535,C,random,N,VI_001_676,VI,come on,8967
VI_001_676.eaf,FA1,wait.,a536,C,random,N,VI_001_676,VI,wait,8968
VI_001_676.eaf,FA1,wait.,a537,C,random,N,VI_001_676,VI,wait,8969
VI_001_676.eaf,FA1,wait.,a538,C,random,N,VI_001_676,VI,wait,8970
VI_001_676.eaf,FA1,you- well- sh.,a539,C,random,N,VI_001_676,VI,you well sh,8971
VI_001_676.eaf,FA1,hush.,a540,C,random,N,VI_001_676,VI,hush,8972
VI_001_676.eaf,FA1,xxx yes Papa!,a541,C,random,N,VI_001_676,VI, yes Papa,8973
VI_001_676.eaf,FA1,eating-.,a542,C,random,N,VI_001_676,VI,eating,8974
VI_001_676.eaf,FA1,no Papa.,a545,C,random,N,VI_001_676,VI,no Papa,8975
VI_001_676.eaf,UC1,what?,a599,A,random,N,VI_001_676,VI,what,8976
VI_001_676.eaf,UC1,I didn't put it on.,a600,A,random,N,VI_001_676,VI,I didn't put it on,8977
VI_001_676.eaf,FA1,told you.,a547,C,random,N,VI_001_676,VI,told you,8978
VI_001_676.eaf,UC1,hold on.,a601,A,random,N,VI_001_676,VI,hold on,8979
